ID,var1,Education,Experience,Hours,Age,Gender,Location
3010,77896,10,16,24,35,Female,Urban
3011,68024,11,8,35,29,Male,Urban
3012,129487,13,30,36,48,Male,Urban
3013,44964,6,6,22,21,Female,Urban
3014,68479,12,10,22,30,Female,Urban
3015,45078,8,4,31,26,Female,Urban
3016,43999,6,7,31,26,Female,Urban
3017,144556,12,46,15,65,Female,Urban
3018,50723,11,0,25,22,Female,Rural
3019,128409,7,40,39,52,Male,Urban
3020,127846,10,37,27,50,Male,Urban
3021,118543,6,39,27,52,Male,Urban
3022,118051,11,35,32,55,Female,Urban
3023,139207,10,40,31,57,Male,Urban
3024,,8,39,37,60,Male,Urban
3025,53923,10,4,38,27,Female,Urban
3026,50468,7,10,19,31,Female,Urban
3027,81741,10,18,23,37,Female,Urban
3028,129599,8,42,20,63,Female,Urban
3029,50287,6,9,35,30,Female,Urban
3030,62017,14,0,41,24,Male,Urban
3031,91727,11,16,38,36,Male,Urban
3032,91155,,19,39,37,Male,Urban
3033,57526,5,20,10,42,Female,Urban
3034,123999,8,40,31,60,Male,Urban
3035,139740,7,41,36,56,Male,Urban
3036,150938,8,46,42,60,Male,Urban
3037,91411,11,26,17,47,Female,Urban
3038,53728,10,10,25,23,Male,Urban
3039,116568,14,28,24,47,Female,Urban
3040,49959,10,0,38,20,Female,Urban
3041,77723,11,16,34,35,Female,Urban
3042,115691,6,38,39,58,Female,Urban
3043,48620,11,0,23,18,Male,Urban
3044,85242,10,19,25,34,Female,Urban
3045,81721,11,19,19,34,Male,Urban
3046,83600,8,23,20,44,Female,Urban
3047,88416,9,18,26,31,Male,Urban
3048,29171,10,1,23,18,Male,Urban
3049,114504,11,31,25,51,Female,Urban
3050,115621,8,34,19,58,Female,Urban
3051,54737,7,7,25,25,Female,Urban
3052,129027,10,39,31,58,Female,Rural
3053,117666,10,31,33,46,Male,Urban
3054,142314,8,46,30,58,Male,Urban
3055,154583,15,45,10,59,Male,Urban
3056,64291,10,10,25,27,Male,Urban
3057,87067,11,21,19,42,Female,Urban
3058,58644,7,16,17,38,Female,Urban
3059,124634,9,35,30,46,Male,Urban
3060,42123,4,11,27,27,Male,Urban
3061,55469,10,8,29,27,Female,Urban
3062,37935,10,0,23,21,Female,Urban
3063,62887,8,13,23,27,Male,Rural
3064,102591,7,32,25,52,Female,Urban
3065,57739,9,14,16,30,Female,Urban
3066,52496,5,10,29,31,Female,Urban
3067,115728,11,28,32,47,Male,Urban
3068,69489,9,12,34,28,Female,Urban
3069,63333,11,11,28,29,Female,Urban
3070,63399,10,9,32,27,Male,Urban
3071,47557,9,12,21,30,Female,Urban
3072,71650,11,7,31,28,Male,Urban
3073,53363,12,4,31,22,Male,Urban
3074,85898,10,22,24,41,Female,Urban
3075,120492,9,29,40,45,Male,Rural
3076,141489,10,39,33,56,Female,Urban
3077,100910,5,32,24,48,Female,Urban
3078,56222,9,12,17,29,Female,Urban
3079,48360,10,6,21,18,Male,Urban
3080,34705,8,0,30,23,Male,Urban
3081,102972,14,14,38,27,Male,Urban
3082,24956,5,0,35,23,Male,Urban
3083,39392,8,1,33,20,Male,Urban
3084,77099,9,17,28,32,Male,Urban
3085,45822,8,6,21,23,Female,Urban
3086,104082,10,27,27,49,Male,Urban
3087,70107,13,11,27,29,Female,Urban
3088,84531,11,18,21,41,Male,Urban
3089,75517,12,10,30,27,Female,Urban
3090,114507,6,33,41,51,Male,Urban
3091,,5,11,34,28,Female,Urban
3092,96862,12,20,32,35,Male,Urban
3093,55979,9,9,27,31,Male,Urban
3094,133279,11,39,28,56,Female,Urban
3095,128193,10,37,26,54,Male,Urban
3096,46497,6,6,34,28,Female,Urban
3097,59657,7,10,32,31,Female,Urban
3098,105700,10,30,32,45,Male,Urban
3099,130545,9,40,30,61,Female,Urban
3100,60939,7,7,41,18,Male,Urban
3101,101491,11,21,39,42,Male,Urban
3102,71258,13,7,25,24,Female,Urban
3103,137305,11,41,27,58,Male,Urban
3104,149902,9,50,24,63,Male,Urban
3105,49742,9,6,38,27,Female,Urban
3106,102772,9,30,34,48,Female,Urban
3107,52723,11,5,29,26,Female,Urban
3108,55507,10,4,30,24,Female,Rural
3109,46150,7,2,36,19,Male,Urban
3110,121924,5,39,38,58,Female,Urban
3111,109429,,36,23,56,Female,Rural
3112,76138,9,20,27,45,Female,Urban
3113,59838,7,12,18,27,Female,Urban
3114,54243,8,10,20,32,Female,Urban
3115,58345,13,2,33,21,Female,Urban
3116,57749,13,9,27,26,Female,Urban
3117,117779,12,30,29,48,Female,Urban
3118,65559,5,20,19,40,Female,Urban
3119,110569,14,27,18,43,Male,Urban
3120,98977,5,33,25,50,Male,Urban
3121,106542,6,32,38,45,Male,Urban
3122,64333,8,14,31,33,Female,Urban
3123,102290,9,24,35,42,Male,Urban
3124,75165,6,17,36,32,Male,Urban
3125,149320,8,45,25,64,Female,Urban
3126,77513,10,14,29,37,Female,Urban
3127,49206,4,13,26,34,Female,Urban
3128,83105,4,28,19,46,Female,Urban
3129,,11,45,38,59,Male,Urban
3130,54198,10,7,30,25,Female,Urban
3131,62169,14,3,32,19,Male,Urban
3132,101888,9,29,22,50,Female,Urban
3133,88505,12,20,22,39,Male,Urban
3134,63862,8,6,42,21,Male,Urban
3135,83090,4,26,30,42,Male,Urban
3136,74006,,20,27,41,Female,Urban
3137,75033,12,9,36,20,Male,Urban
3138,98834,6,24,38,40,Male,Rural
3139,101537,7,27,26,45,Male,Urban
3140,88556,5,24,28,43,Female,Urban
3141,116851,9,32,18,52,Female,Urban
3142,66793,13,5,34,26,Male,Urban
3143,81469,10,21,28,43,Female,Urban
3144,75507,11,8,40,21,Male,Urban
3145,137863,12,39,34,59,Male,Urban
3146,96708,7,25,29,43,Female,Urban
3147,78550,9,25,31,49,Female,Urban
3148,50608,11,1,37,18,Female,Urban
3149,108698,11,28,32,43,Male,Rural
3150,85294,3,26,35,41,Male,Urban
3151,67034,14,7,25,22,Male,Urban
3152,77188,11,15,27,33,Male,Urban
3153,51829,5,6,36,24,Male,Urban
3154,142902,10,40,36,52,Male,Urban
3155,54720,3,12,26,31,Female,Rural
3156,29687,3,4,32,19,Male,Urban
3157,135896,13,27,45,44,Male,Rural
3158,121139,12,30,22,42,Male,Urban
3159,33850,11,1,22,21,Female,Urban
3160,65205,8,15,26,30,Male,Urban
3161,54113,10,3,33,23,Female,Urban
3162,49844,7,6,30,21,Male,Urban
3163,58329,4,14,37,32,Male,Urban
3164,56179,8,8,36,25,Male,Urban
3165,83191,7,22,25,38,Female,Urban
3166,161515,12,45,41,58,Male,Urban
3167,126494,14,32,27,55,Female,Urban
3168,127000,11,36,32,54,Female,Urban
3169,119784,7,35,34,56,Male,Urban
3170,88846,8,24,26,43,Female,Urban
3171,80984,12,10,35,24,Male,Urban
3172,79361,8,18,37,30,Male,Urban
3173,34017,9,2,15,21,Female,Urban
3174,64439,10,7,32,24,Female,Urban
3175,44015,9,7,24,26,Female,Urban
3176,99327,7,23,28,42,Female,Urban
3177,51015,7,7,20,28,Female,Urban
3178,69266,12,11,17,27,Male,Urban
3179,150322,10,45,24,55,Male,Urban
3180,112675,7,33,24,50,Female,Urban
3181,60297,4,14,24,37,Male,Urban
3182,151056,10,46,35,64,Male,Urban
3183,66757,12,7,31,21,Male,Urban
3184,71862,9,15,31,32,Male,Urban
3185,75087,14,14,20,32,Female,Urban
3186,135055,13,32,33,47,Male,Urban
3187,107183,4,37,32,48,Male,Urban
3188,65177,8,12,27,18,Male,Urban
3189,50303,11,2,39,20,Male,Urban
3190,65017,14,8,35,29,Female,Urban
3191,50258,7,8,20,26,Female,Urban
3192,56814,6,13,24,32,Female,Urban
3193,22377,2,4,24,28,Female,Urban
3194,45270,10,1,25,21,Female,Urban
3195,51171,8,10,31,32,Female,Urban
3196,95688,6,27,39,49,Female,Urban
3197,93177,13,22,26,44,Female,Urban
3198,100487,9,24,31,41,Male,Urban
3199,53683,7,8,34,26,Male,Urban
3200,48525,7,11,15,30,Female,Rural
3201,65072,10,13,23,32,Female,Urban
3202,56245,9,4,37,21,Male,Urban
3203,62583,5,14,23,30,Female,Urban
3204,74434,8,13,41,30,Male,Urban
3205,76434,14,6,35,24,Male,Urban
3206,94931,6,26,26,44,Male,Urban
3207,46648,9,7,22,25,Female,Urban
3208,133939,11,38,33,56,Male,Urban
3209,152163,13,44,28,64,Female,Urban
3210,110073,7,30,24,53,Female,Urban
3211,49993,9,2,37,18,Male,Urban
3212,119489,15,26,28,36,Male,Urban
3213,75899,8,16,24,37,Male,Rural
3214,43789,12,1,25,21,Female,Urban
3215,138618,16,33,31,51,Male,Urban
3216,130414,11,40,33,59,Male,Urban
3217,84615,8,23,27,43,Female,Urban
3218,50185,13,3,20,21,Female,Urban
3219,139926,14,36,32,53,Female,Urban
3220,49687,7,7,29,28,Female,Urban
3221,72359,8,18,34,30,Male,Urban
3222,82848,8,18,43,36,Male,Rural
3223,62024,9,10,44,21,Male,Urban
3224,44422,8,7,17,24,Female,Urban
3225,76234,10,14,23,26,Male,Urban
3226,124448,8,41,21,64,Female,Urban
3227,132997,13,37,27,57,Male,Urban
3228,65135,10,8,36,29,Male,Urban
3229,141279,9,44,22,64,Male,Urban
3230,128114,10,42,10,60,Female,Urban
3231,89253,14,18,18,31,Male,Rural
3232,74699,15,9,22,24,Male,Urban
3233,64108,11,7,30,24,Female,Urban
3234,104822,9,26,34,45,Female,Urban
3235,122944,13,31,27,51,Male,Urban
3236,100351,9,26,25,44,Female,Urban
3237,163457,13,48,31,64,Female,Urban
3238,40702,7,2,32,19,Female,Urban
3239,22364,4,0,20,19,Male,Rural
3240,76891,11,14,26,34,Male,Urban
3241,54211,10,9,24,26,Male,Urban
3242,42821,13,0,28,19,Male,Urban
3243,115190,7,36,24,57,Female,Urban
3244,54887,6,12,32,29,Male,Urban
3245,61244,6,14,32,25,Male,Urban
3246,55226,12,3,31,20,Female,Urban
3247,63346,15,5,25,21,Male,Urban
3248,141837,16,33,24,46,Male,Urban
3249,125459,9,44,9,64,Female,Urban
3250,113405,11,24,35,44,Female,Urban
3251,99031,10,25,16,43,Male,Urban
3252,63188,7,11,31,32,Female,Rural
3253,71070,7,16,29,34,Female,Urban
3254,60284,5,17,32,30,Male,Urban
3255,45884,11,0,32,19,Female,Urban
3256,142053,7,44,35,59,Male,Urban
3257,128606,16,27,45,44,Male,Urban
3258,79709,12,12,30,31,Female,Rural
3259,62652,11,6,30,24,Female,Rural
3260,116843,9,32,26,46,Male,Urban
3261,89226,5,27,20,48,Female,Urban
3262,98986,10,22,34,44,Female,Urban
3263,87217,9,16,34,33,Female,Urban
3264,96634,10,25,28,45,Female,Urban
3265,74517,9,16,28,35,Male,Urban
3266,94870,9,25,29,43,Female,Urban
3267,136601,10,40,38,57,Male,Urban
3268,74272,9,14,32,34,Female,Urban
3269,105119,9,21,48,35,Male,Urban
3270,133634,6,42,35,60,Male,Urban
3271,55683,12,4,41,18,Male,Urban
3272,56632,12,6,24,26,Male,Urban
3273,40258,9,0,34,20,Female,Urban
3274,145974,10,44,31,63,Male,Urban
3275,96881,7,23,34,45,Female,Urban
3276,77377,9,13,39,27,Male,Urban
3277,78899,9,14,33,31,Male,Urban
3278,73252,10,11,31,24,Male,Urban
3279,34483,5,8,22,29,Female,Urban
3280,29447,7,0,27,18,Female,Urban
3281,91700,5,29,27,50,Female,Urban
3282,47393,11,2,24,23,Female,Rural
3283,86167,7,22,34,43,Female,Urban
3284,137678,12,34,31,47,Male,Rural
3285,120661,13,31,25,50,Male,Urban
3286,164149,13,45,33,64,Male,Urban
3287,92042,11,17,32,35,Male,Urban
3288,154400,11,49,26,61,Male,Urban
3289,123506,7,34,39,53,Male,Rural
3290,81199,15,11,26,32,Female,Urban
3291,54857,6,17,23,36,Female,Urban
3292,82773,7,24,25,44,Female,Urban
3293,116828,9,38,23,59,Female,Urban
3294,92783,12,21,24,43,Male,Urban
3295,71677,13,6,43,23,Male,Urban
3296,155975,11,44,30,61,Male,Urban
3297,95148,7,31,27,53,Female,Urban
3298,36744,5,5,31,20,Male,Urban
3299,71328,10,10,25,24,Male,Rural
3300,132191,11,36,33,51,Male,Urban
3301,61841,9,12,27,31,Female,Urban
3302,86187,9,20,23,39,Female,Urban
3303,78582,6,23,19,45,Female,Urban
3304,79933,12,11,37,29,Female,Urban
3305,36944,10,0,22,19,Female,Urban
3306,41181,7,6,28,26,Female,Urban
3307,126498,11,36,14,57,Female,Urban
3308,51891,10,3,44,22,Male,Urban
3309,98884,9,24,24,43,Male,Urban
3310,143584,9,46,26,62,Male,Urban
3311,,14,28,21,45,Female,Urban
3312,123208,10,36,43,55,Female,Urban
3313,101292,12,18,38,33,Male,Urban
3314,71661,7,14,35,30,Male,Urban
3315,153607,14,39,35,58,Male,Urban
3316,56133,12,7,25,28,Female,Urban
3317,85559,9,18,33,36,Female,Urban
3318,46287,11,6,22,24,Female,Urban
3319,55704,4,18,26,36,Female,Urban
3320,43159,8,0,36,18,Female,Urban
3321,128042,8,37,36,53,Female,Urban
3322,67204,12,8,32,23,Male,Urban
3323,63009,6,13,26,28,Male,Urban
3324,108400,10,28,29,48,Female,Urban
3325,48054,8,4,37,19,Male,Urban
3326,76855,13,9,25,25,Female,Urban
3327,87195,9,19,19,35,Male,Urban
3328,35826,8,0,27,19,Male,Urban
3329,62317,12,3,41,22,Male,Urban
3330,163121,9,53,22,63,Male,Urban
3331,53032,9,10,27,33,Female,Urban
3332,83795,8,20,31,37,Female,Urban
3333,90445,13,19,29,36,Female,Urban
3334,47174,7,13,17,28,Female,Urban
3335,60200,7,18,19,38,Female,Urban
3336,113038,6,36,37,53,Male,Urban
3337,22019,4,0,31,20,Female,Urban
3338,81202,7,22,32,41,Female,Urban
3339,43436,11,5,31,27,Male,Urban
3340,100607,12,23,26,43,Female,Urban
3341,45006,8,4,25,23,Male,Urban
3342,95875,7,30,19,46,Female,Urban
3343,69002,13,5,32,21,Male,Rural
3344,132024,10,37,35,48,Male,Urban
3345,95186,13,19,40,35,Male,Urban
3346,134449,6,43,25,59,Male,Rural
3347,99,12,6,21,22,Male,Urban
3348,89102,12,17,30,38,Male,Urban
3349,47356,10,4,39,26,Female,Urban
3350,94153,9,17,34,38,Male,Rural
3351,147912,11,42,43,60,Male,Urban
3352,94259,10,22,26,41,Female,Urban
3353,94299,11,21,28,31,Male,Urban
3354,54014,11,1,30,20,Female,Urban
3355,91296,10,19,26,38,Male,Urban
3356,55656,11,2,32,18,Male,Urban
3357,64944,8,13,41,24,Male,Urban
3358,145566,8,46,33,64,Male,Urban
3359,59492,9,6,31,23,Male,Urban
3360,89792,11,18,31,33,Male,Urban
3361,122923,14,30,30,45,Male,Urban
3362,121655,4,42,40,59,Male,Urban
3363,88561,4,19,45,28,Male,Urban
3364,137357,4,45,34,63,Male,Urban
3365,107782,5,33,23,48,Male,Rural
3366,125559,12,33,20,51,Female,Rural
3367,107326,7,33,22,49,Male,Urban
3368,47027,9,4,30,25,Female,Urban
3369,124229,13,28,18,43,Male,Urban
3370,115781,8,36,35,53,Female,Urban
3371,54755,6,12,24,30,Male,Urban
3372,120776,11,31,33,50,Female,Urban
3373,88510,8,26,27,48,Female,Urban
3374,49398,11,4,24,25,Female,Urban
3375,135035,10,41,30,60,Female,Urban
3376,58690,8,9,28,30,Male,Urban
3377,117290,9,30,32,46,Male,Urban
3378,96284,11,22,31,34,Male,Urban
3379,73453,8,16,32,29,Male,Urban
3380,70961,10,12,27,28,Male,Urban
3381,78010,13,8,38,21,Male,Urban
3382,61544,12,2,38,19,Male,Urban
3383,99,15,35,18,55,Female,Urban
3384,71312,11,13,26,35,Female,Urban
3385,127965,6,43,24,62,Female,Urban
3386,75356,9,13,34,32,Male,Urban
3387,68105,13,11,24,33,Female,Urban
3388,45497,10,1,28,18,Female,Urban
3389,122964,9,33,32,45,Male,Rural
3390,27432,3,4,36,24,Female,Urban
3391,93632,7,24,36,47,Female,Urban
3392,140296,9,46,23,65,Female,Urban
3393,114055,9,36,25,55,Female,Urban
3394,78732,7,19,35,36,Male,Urban
3395,105732,7,29,23,47,Female,Rural
3396,93633,14,16,29,42,Male,Urban
3397,54519,7,11,30,24,Male,Urban
3398,50752,5,12,25,30,Female,Urban
3399,90486,10,18,43,37,Female,Urban
3400,108971,6,34,28,57,Female,Urban
3401,59189,8,15,29,39,Male,Urban
3402,87870,12,19,26,30,Male,Urban
3403,68367,10,16,19,39,Female,Urban
3404,123587,11,33,26,50,Female,Urban
3405,70936,14,10,30,30,Male,Urban
3406,89853,8,19,27,33,Male,Urban
3407,51381,4,8,25,27,Female,Rural
3408,68566,10,16,20,33,Female,Urban
3409,67579,11,7,37,26,Female,Urban
3410,44841,12,1,30,19,Female,Urban
3411,82799,13,17,34,35,Male,Urban
3412,57595,7,9,24,29,Female,Urban
3413,176741,13,53,29,63,Male,Urban
3414,52567,8,3,43,23,Female,Urban
3415,71885,14,9,20,29,Male,Urban
3416,82678,4,22,28,38,Male,Urban
3417,102221,4,33,33,53,Female,Urban
3418,27186,6,0,34,23,Male,Urban
3419,77931,8,16,29,38,Female,Urban
3420,84974,11,19,39,39,Male,Urban
3421,95284,11,21,24,38,Male,Urban
3422,57181,6,16,10,34,Female,Urban
3423,36982,7,3,13,21,Female,Rural
3424,80722,13,16,32,34,Female,Urban
3425,93289,11,21,30,32,Male,Urban
3426,49824,6,16,9,35,Female,Urban
3427,43888,7,4,29,24,Female,Urban
3428,114789,12,27,42,43,Male,Urban
3429,49899,5,14,24,35,Female,Urban
3430,91186,10,21,23,42,Female,Urban
3431,40967,9,0,28,18,Female,Urban
3432,47808,11,5,30,26,Female,Urban
3433,55351,9,8,28,21,Male,Urban
3434,73073,8,12,30,27,Male,Urban
3435,44595,11,0,27,20,Male,Urban
3436,168775,11,49,26,58,Male,Urban
3437,43366,9,1,34,19,Female,Urban
3438,38512,7,5,15,30,Female,Urban
3439,134903,9,45,26,62,Female,Urban
3440,42796,11,1,36,21,Female,Urban
3441,89975,7,22,32,37,Male,Urban
3442,66634,9,9,31,20,Male,Urban
3443,99,9,12,37,33,Male,Urban
3444,39043,11,0,18,19,Female,Urban
3445,99468,13,18,32,31,Male,Urban
3446,47860,11,2,22,21,Female,Urban
3447,66958,15,9,22,26,Male,Urban
3448,119001,10,34,32,45,Male,Urban
3449,106994,7,35,16,55,Female,Urban
3450,133886,9,40,39,58,Female,Urban
3451,116623,7,34,26,55,Female,Urban
3452,58800,8,12,33,30,Female,Urban
3453,47819,11,2,36,18,Female,Urban
3454,123203,12,33,31,51,Male,Urban
3455,123577,9,41,17,59,Female,Urban
3456,93404,11,14,39,31,Male,Urban
3457,112476,9,33,30,53,Female,Urban
3458,141608,13,42,25,61,Male,Urban
3459,92592,9,23,33,45,Female,Urban
3460,47069,9,9,26,19,Male,Urban
3461,123460,8,32,44,43,Male,Urban
3462,51511,6,7,26,20,Male,Urban
3463,71091,6,15,45,34,Male,Urban
3464,123425,11,32,43,50,Female,Urban
3465,151505,9,48,33,65,Male,Urban
3466,91345,10,22,23,43,Female,Urban
3467,56843,8,5,41,19,Male,Urban
3468,113324,7,36,30,48,Male,Urban
3469,113632,6,31,31,49,Female,Urban
3470,74102,10,14,20,26,Female,Urban
3471,54030,11,0,33,18,Male,Urban
3472,145076,9,45,37,63,Female,Urban
3473,93592,10,19,38,35,Male,Urban
3474,134704,7,42,24,58,Female,Urban
3475,78142,13,7,31,21,Male,Urban
3476,64851,6,15,36,30,Male,Urban
3477,49781,11,1,23,19,Female,Urban
3478,169897,11,50,32,63,Male,Urban
3479,99,7,10,28,26,Male,Urban
3480,72067,9,13,32,28,Male,Urban
3481,114850,12,28,29,45,Female,Urban
3482,26186,7,0,26,18,Female,Urban
3483,93252,11,14,36,30,Male,Urban
3484,129961,8,36,35,48,Male,Urban
3485,125923,5,43,29,60,Female,Urban
3486,136170,12,41,27,65,Female,Urban
3487,68597,12,10,23,30,Female,Urban
3488,101244,4,29,38,41,Male,Urban
3489,64355,13,7,22,28,Male,Urban
3490,42755,7,0,28,18,Female,Urban
3491,50314,10,2,30,25,Female,Urban
3492,46425,9,5,29,25,Male,Urban
3493,120808,9,39,23,56,Female,Urban
3494,55890,7,11,19,34,Female,Urban
3495,70527,9,14,25,32,Female,Rural
3496,113075,12,27,28,44,Female,Urban
3497,77065,4,22,32,36,Male,Urban
3498,43623,9,3,24,24,Female,Urban
3499,103270,11,18,26,29,Male,Urban
3500,81826,0,28,39,48,Male,Urban
3501,116463,9,35,25,53,Female,Urban
3502,40655,7,3,28,24,Male,Urban
3503,117844,5,37,30,55,Female,Urban
3504,44468,9,0,33,20,Female,Urban
3505,92473,11,22,30,42,Female,Urban
3506,33134,6,0,21,19,Female,Rural
3507,110570,12,26,26,46,Female,Urban
3508,50259,7,7,32,26,Male,Urban
3509,133859,10,46,19,64,Female,Urban
3510,87234,19,7,30,29,Male,Urban
3511,65890,5,13,29,30,Male,Urban
3512,78013,14,9,35,30,Male,Urban
3513,38272,10,0,25,19,Male,Urban
3514,77248,8,17,33,37,Female,Urban
3515,95756,17,13,27,31,Male,Urban
3516,118897,10,28,38,47,Male,Urban
3517,152800,13,42,34,58,Female,Urban
3518,118252,8,34,25,47,Male,Urban
3519,49922,7,7,32,20,Male,Urban
3520,45763,9,7,18,20,Male,Urban
3521,73802,11,15,20,37,Female,Urban
3522,65609,6,13,31,30,Female,Urban
3523,33459,9,0,25,19,Female,Urban
3524,107016,11,28,34,48,Female,Urban
3525,25547,7,1,25,22,Female,Urban
3526,144818,9,42,29,53,Male,Urban
3527,54696,11,0,35,19,Male,Urban
3528,76759,8,21,30,43,Female,Urban
3529,78428,13,16,23,31,Female,Urban
3530,87639,6,24,35,44,Female,Urban
3531,101746,11,28,26,49,Female,Urban
3532,69025,8,12,33,32,Female,Urban
3533,152394,13,41,39,58,Male,Urban
3534,70335,11,7,43,24,Male,Urban
3535,42856,7,1,34,18,Male,Urban
3536,98952,9,29,21,49,Female,Urban
3537,71927,11,10,23,29,Female,Urban
3538,144840,14,44,27,59,Male,Urban
3539,74078,11,13,30,30,Male,Urban
3540,99,11,12,30,32,Female,Urban
3541,99267,8,23,30,40,Male,Urban
3542,88327,9,22,35,42,Female,Urban
3543,129743,9,42,21,55,Female,Urban
3544,66361,8,12,32,31,Female,Urban
3545,42041,12,0,28,20,Female,Urban
3546,95857,13,23,19,41,Female,Urban
3547,65232,9,7,33,20,Male,Urban
3548,104765,10,26,35,42,Male,Urban
3549,97184,8,27,25,47,Male,Urban
3550,74074,11,12,27,28,Male,Urban
3551,63661,7,11,44,30,Female,Urban
3552,33408,7,4,30,24,Female,Urban
3553,143723,16,33,30,46,Male,Urban
3554,84880,11,15,30,31,Female,Urban
3555,86335,12,20,20,40,Female,Urban
3556,45176,8,5,32,26,Female,Urban
3557,73005,10,12,38,35,Female,Urban
3558,70367,5,14,37,27,Male,Urban
3559,49035,10,5,28,24,Female,Urban
3560,45100,7,5,26,29,Female,Urban
3561,157593,10,45,33,65,Female,Rural
3562,78355,12,10,35,27,Male,Urban
3563,62418,6,15,30,36,Female,Urban
3564,84541,9,21,28,38,Male,Urban
3565,134028,12,32,38,47,Male,Urban
3566,49825,9,1,37,18,Male,Urban
3567,46641,4,10,28,29,Female,Urban
3568,42562,3,9,29,25,Male,Urban
3569,55084,5,8,40,32,Male,Urban
3570,39965,8,0,33,21,Female,Urban
3571,47092,11,2,35,22,Female,Urban
3572,56915,10,10,29,21,Male,Urban
3573,74885,10,15,25,30,Male,Urban
3574,65649,17,0,30,18,Male,Urban
3575,98776,7,23,30,37,Male,Rural
3576,152383,7,51,23,61,Male,Urban
3577,40534,10,3,27,25,Female,Urban
3578,49802,5,14,28,33,Female,Urban
3579,134438,11,36,30,51,Male,Urban
3580,54328,11,1,31,20,Female,Urban
3581,97896,6,30,31,42,Male,Urban
3582,36162,6,5,18,25,Female,Urban
3583,142844,12,35,38,52,Male,Urban
3584,72392,12,10,32,28,Female,Urban
3585,34007,7,2,23,19,Male,Urban
3586,107261,6,33,18,58,Male,Urban
3587,110546,12,25,28,43,Male,Urban
3588,147588,8,46,29,65,Female,Urban
3589,72392,13,7,30,23,Male,Rural
3590,120087,99,33,30,55,Male,Urban
3591,71770,10,11,29,27,Male,Urban
3592,60675,9,7,35,26,Female,Urban
3593,137139,9,39,29,60,Female,Urban
3594,55667,9,9,32,27,Female,Urban
3595,51578,8,7,25,24,Female,Urban
3596,89928,9,21,34,32,Male,Urban
3597,118468,6,35,30,49,Male,Urban
3598,64358,12,6,30,25,Female,Urban
3599,61879,8,11,23,29,Female,Rural
3600,112126,7,36,29,47,Male,Urban
3601,74294,11,13,28,33,Male,Urban
3602,25726,4,4,14,25,Female,Urban
3603,90332,10,21,42,33,Male,Urban
3604,131191,8,42,20,60,Male,Rural
3605,64489,7,12,31,32,Female,Urban
3606,88095,11,22,12,41,Female,Urban
3607,96277,13,22,34,40,Female,Urban
3608,138945,10,44,34,65,Female,Urban
3609,94373,9,27,27,45,Female,Urban
3610,92890,11,25,29,47,Female,Urban
3611,103643,15,21,30,39,Female,Urban
3612,99916,7,34,22,53,Female,Urban
3613,69708,13,12,25,31,Female,Urban
3614,147976,13,45,36,64,Female,Urban
3615,144226,9,45,36,64,Female,Urban
3616,107186,6,31,34,46,Male,Urban
3617,90967,4,25,31,45,Female,Urban
3618,72926,7,13,34,31,Female,Urban
3619,37841,5,6,27,25,Female,Urban
3620,118142,8,35,31,48,Female,Urban
3621,70729,13,11,28,29,Female,Urban
3622,61316,12,6,27,28,Female,Urban
3623,103852,11,27,32,44,Male,Urban
3624,129215,8,40,13,58,Male,Rural
3625,62507,5,15,40,35,Female,Urban
3626,122044,10,33,21,53,Female,Rural
3627,55908,10,1,33,22,Male,Rural
3628,109529,10,31,27,56,Female,Urban
3629,150897,99,47,23,63,Female,Urban
3630,104923,10,29,34,39,Male,Urban
3631,74956,11,7,43,24,Female,Urban
3632,84079,14,11,28,33,Female,Urban
3633,45591,9,4,28,23,Male,Urban
3634,58970,11,6,28,26,Male,Urban
3635,99218,11,20,33,35,Male,Urban
3636,106074,8,28,28,41,Male,Urban
3637,113290,9,33,33,50,Male,Rural
3638,80565,10,20,27,42,Female,Urban
3639,90743,15,11,28,23,Male,Urban
3640,101629,11,26,36,45,Female,Urban
3641,38202,11,0,26,21,Female,Urban
3642,127076,7,40,28,60,Female,Urban
3643,91637,9,23,21,39,Female,Urban
3644,102128,7,29,30,47,Male,Urban
3645,40366,11,2,29,22,Male,Urban
3646,82298,11,12,21,27,Male,Urban
3647,118334,7,32,36,47,Male,Urban
3648,73392,12,11,36,26,Male,Urban
3649,144730,11,44,25,61,Female,Urban
3650,71874,11,11,25,29,Female,Rural
3651,79248,10,10,29,27,Male,Urban
3652,148431,11,40,35,57,Male,Rural
3653,67843,11,6,32,24,Female,Urban
3654,136602,14,34,26,50,Male,Urban
3655,143554,7,45,49,63,Female,Urban
3656,89560,12,18,28,37,Male,Urban
3657,59732,10,11,32,32,Female,Urban
3658,41311,10,3,26,22,Female,Urban
3659,55204,7,10,27,30,Female,Rural
3660,131598,13,34,26,49,Male,Urban
3661,112846,8,35,24,56,Female,Urban
3662,90090,7,22,30,45,Female,Urban
3663,105396,5,37,28,58,Female,Urban
3664,37478,10,0,22,20,Female,Urban
3665,93365,9,23,26,41,Male,Urban
3666,65907,9,11,35,33,Male,Urban
3667,109303,12,27,24,41,Male,Urban
3668,38260,8,1,30,23,Female,Urban
3669,80315,8,19,31,39,Female,Urban
3670,132445,15,37,29,55,Female,Urban
3671,141673,6,46,36,58,Male,Urban
3672,89848,10,15,37,33,Male,Urban
3673,61731,9,13,33,34,Male,Urban
3674,105932,11,24,32,46,Female,Urban
3675,71102,12,8,36,25,Male,Urban
